trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
257,False,"{'a': 0.8, 'e': 0.1289926310365194}",20,15,9.994673132646252,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.12796480676702879}",20,3,-64.46625085635415,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
259,False,"{'a': 0.8, 'e': 0.12694517228885002}",20,2,18.985999725771233,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.12593366234502845}",20,12,2.662089966781243,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.12493021219858241}",25,12,24.547773909728548,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.12393475762836002}",25,16,9.235540713679702,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.122947234924929}",20,0,-37.2709438162546,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
264,False,"{'a': 0.8, 'e': 0.12196758088649925}",25,0,-25.55006065239109,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
265,False,"{'a': 0.8, 'e': 0.12099573281487792}",25,8,30.422036912572523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.12003162851145673}",30,5,34.829005883074245,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.11907520627323114}",25,11,13.170200085097598,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.11812640488885146}",25,0,-12.71994195237085,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.8, 'e': 0.11718516363470523}",25,2,10.389054047534188,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.11625142227103091}",20,8,11.537131225714107,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.11532512103806251}",30,0,38.18060371701161,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.8, 'e': 0.11440620065220493}",25,16,5.014723204542471,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.11349460230223983}",20,12,14.047475246101058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.11259026764556165}",25,20,9.36366480475785,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.11169313880444368}",20,10,9.196410441383362,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.11080315836233387}",30,19,16.59685402334742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.10992026936018012}",20,7,26.471883462724403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.10904441529278498}",20,13,13.736799358900843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.10817554010518914}",20,5,20.957017311949972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.10731358818908403}",30,10,21.791524973044716,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.10645850437925281}",25,14,-3.549899748928503,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.10561023395003975}",20,3,27.309911832833006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.10476872261184789}",20,5,14.458915957597439,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.10393391650766431}",20,6,22.834134453346376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.10310576220961341}",20,3,15.590813648854166,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.10228420671553744}",20,14,9.326946613098125,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.10146919744560434}",20,11,14.798978470678648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.10066068223894266}",25,15,-4.653094927849692,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.099858609350303176}",20,12,15.673831660523298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.099062927446747315}",20,0,16.690525732529967,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
291,False,"{'a': 0.8, 'e': 0.098273585604361544}",20,0,30.841314412909483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.8, 'e': 0.097490533304998586}",30,13,11.049411891318377,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.096713720433043979}",30,14,-12.507664466434694,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.8, 'e': 0.095943097272208774}",25,17,-38.387716671537085,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.8, 'e': 0.09517861450234763}",30,14,-16.536378070273447,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.8, 'e': 0.094420223196302347}",30,0,42.31542810920816,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.8, 'e': 0.093667874816770469}",25,18,13.203686126487803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.092921521213198896}",25,14,17.712187036234003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.092181114618702251}",20,12,12.682108931105635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.091446607647005754}",20,8,21.335810329134237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 0.090717953289412512}",20,0,-21.51477218472537,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
302,False,"{'a': 0.8, 'e': 0.08999510491179491}",20,3,34.283858724508605,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 0.089278016251610068}",20,2,27.736379198715294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.08856664141493896}",20,5,11.036884752629025,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.087860934873549207}",20,2,25.328372528143014,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.087160851461981298}",20,16,7.097979428760296,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 0.086466346374657915}",25,0,36.79006774290294,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.8, 'e': 0.085777375163016437}",35,0,16.060958698684352,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
309,False,"{'a': 0.8, 'e': 0.085093893732664114}",20,16,8.081211240301954,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 0.084415858340556135}",25,14,-0.2034455602559695,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.8, 'e': 0.083743225592195963}",20,9,9.423273990886807,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.083075952438858097}",30,0,12.117613406552481,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
313,False,"{'a': 0.8, 'e': 0.082413996174832971}",20,11,18.056045610554364,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8, 'e': 0.081757314434693751}",20,8,22.098456294119075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.081105865190584894}",20,6,10.339718357232996,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 0.080459606749532439}",20,15,8.483349791029156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 0.079818497750775541}",20,2,29.495665081065574,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.8, 'e': 0.079182497163119481}",25,8,29.52382330168204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 0.078551564282309541}",30,16,22.22762702873659,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.8, 'e': 0.077925658728425995}",20,15,10.390162825337455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.077304740443299741}",25,11,27.211269829896654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.8, 'e': 0.076688769687948605}",30,0,-44.76954433651886,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
323,False,"{'a': 0.8, 'e': 0.076077707040033984}",20,6,4.915240201787856,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.8, 'e': 0.075471513391337841}",25,17,5.764344778838629,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 0.074870149945259742}",30,4,45.237126316403476,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 0.074273578214333877}",20,9,20.831426736951798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8, 'e': 0.073681760017765829}",20,6,30.237303778361348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.8, 'e': 0.073094657478989009}",20,10,20.81227485116218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.8, 'e': 0.07251223302324053}",30,7,-5.354903141916688,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 0}",1
330,False,"{'a': 0.8, 'e': 0.071934449375156445}",20,5,29.688330017584068,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.071361269556386053}",20,6,29.61526429529782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.070792656883225294}",20,12,13.615577228897589,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.8, 'e': 0.070228574964269014}",20,14,9.907787495271938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.069668987698081844}",20,12,15.122098024900474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.8, 'e': 0.069113859270887743}",20,3,26.163432851005442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.068563154154277911}",20,16,8.595812752561967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.8, 'e': 0.068016837102936878}",25,12,21.312077363859594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8, 'e': 0.067474873152386899}",20,5,13.570755209382243,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.8, 'e': 0.066937227616750153}",20,0,14.837994627017858,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.8, 'e': 0.066403866086528832}",20,0,27.183052166183572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.8, 'e': 0.065874754426402948}",25,0,12.372033646875618,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
342,False,"{'a': 0.8, 'e': 0.065349858773045652}",25,17,14.484379977495378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.064829145532955962}",25,15,18.939405340727365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 0.064312581380308778}",25,12,4.325109237322637,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
345,False,"{'a': 0.8, 'e': 0.063800133254822006}",20,0,27.820643958430974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.8, 'e': 0.063291768359640704}",20,6,0.6018898439564098,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.8, 'e': 0.06278745415923806}",25,12,22.061628877607674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.8, 'e': 0.062287158377333098}",20,9,20.389166315317837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.8, 'e': 0.061790848994825016}",30,15,25.46574726499845,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.8, 'e': 0.061298494247743925}",25,17,16.67137431581994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.8, 'e': 0.060810062625217952}",25,0,29.90724345362036,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.8, 'e': 0.060325522867456537}",20,0,30.908196730247084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.8, 'e': 0.059844843963749825}",25,18,13.466797278307453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.8, 'e': 0.059367995150483847}",20,8,11.640008619696067,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.8, 'e': 0.058894945909171818}",20,9,8.77886541301108,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.8, 'e': 0.058425665964500828}",25,19,10.272805657871228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.8, 'e': 0.057960125282394234}",30,20,17.39450586183147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.8, 'e': 0.057498294068089484}",20,10,7.0244000702497,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.8, 'e': 0.057040142764231215}",25,20,11.750870466042421,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.8, 'e': 0.056585642048979604}",20,14,11.65005883376266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.8, 'e': 0.056134762834133725}",25,20,6.662260957196009,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.8, 'e': 0.055687476263269947}",25,13,21.669784453295975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.8, 'e': 0.055243753709895045}",30,18,23.028736221890078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.8, 'e': 0.054803566775614154}",20,12,2.5692530281280437,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.8, 'e': 0.054366887288313223}",30,9,32.09044771423481,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.8, 'e': 0.053933687300356019}",20,1,10.905038387372779,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.8, 'e': 0.053503939086795439}",25,11,23.8823981132163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.8, 'e': 0.053077615143599134}",20,0,28.983946251049353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.8, 'e': 0.052654688185889212}",25,3,35.12768991605022,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.8, 'e': 0.052235131146196032}",30,16,26.501437204272438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.8, 'e': 0.051818917172725833}",30,19,-22.7498747319361,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
372,False,"{'a': 0.8, 'e': 0.051406019627642255}",20,0,28.653875280250258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.8, 'e': 0.050996412085361466}",25,20,9.221186812125527,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.8, 'e': 0.050590068330860959}",20,0,29.19298643602186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.8, 'e': 0.050186962358001734}",35,18,23.23052483011345,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.8, 'e': 0.049787068367863944}",25,17,14.968298609285412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,10,17.547444585892144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,8,29.952733134456707,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,14,28.90602008172634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,8,23.66832036927534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,14,16.328034426609307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,12,12.464985786584165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,9,21.230420782683755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,16,9.811708523877142,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,15,10.812254226833241,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,16,7.4780164740710315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
